aa00,en,Medical School,This is an official account for a Medical School,es,Escuela De Medicina,Esta es una cuenta oficial de una Escuela de Medicina,pt,Escola De Medicina,Esta é uma conta oficial de uma Escola de Medicina,inform,FALSE,warn
ph07,en,ID Pharmacy,This user works in the field of Infectious Disease Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia De Enfermedades Infecciosas,Este usuario trabaja en el campo de la Farmacia de Enfermedades Infecciosas. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Doenças Infecciosas,Este usuário trabalha na área de Farmácia de Doenças Infecciosas. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph08,en,Inpatient Pharmacy,This user works in the field of Inpatient Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Para Pacientes Hospitalizados,Este usuario trabaja en el sector de Farmacia para Pacientes Internos. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Para Internação,Este usuário trabalha na área de Farmácia para Internação. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph09,en,Nuclear Pharmacy,This user works in the field of Nuclear Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Nuclear,Este usuario trabaja en el campo de la Farmacia Nuclear. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Nuclear,Este usuário trabalha na área de Farmácia Nuclear. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph10,en,Nutritional Support Pharmacy,This user works in the field of Nutritional Support Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia De Apoyo Nutricional,Este usuario trabaja en el sector de Farmacia de Apoyo Nutricional. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Farmácia De Suporte Nutricional,Este usuário trabalha na área de Farmácia de Suporte Nutricional. Este selo serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph11,en,Oncology Pharmacy,This user works in the field of Oncology Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Oncológica,Este usuario trabaja en el campo de la Farmacia Oncológica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Oncológica,Este usuário atua na área de Farmácia Oncológica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph12,en,Outpatient Pharmacy,This user works in the field of Outpatient Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Ambulatoria,Este usuario trabaja en el sector de Farmacia Ambulatoria. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Ambulatorial,Este usuário trabalha na área de Farmácia Ambulatorial. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph13,en,Pain Management Pharmacy,This user works in the field of Pain Management Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Para El Manejo Del Dolor,Este usuario trabaja en el sector de Farmacia para el Manejo del Dolor. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Para Tratamento Da Dor,Este usuário trabalha na área de Farmácia para Tratamento da Dor. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph14,en,Pediatric Pharmacy,This user works in the field of Pediatric Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Pediátrica,Este usuario trabaja en el campo de la farmacia pediátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Pediátrica,Este usuário atua na área de Farmácia Pediátrica. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph15,en,Personal Pharmacy,This user works in the field of Personal Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Personal,Este usuario trabaja en el sector de la farmacia personal. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Pessoal,Este usuário trabalha na área de Farmácia Pessoal. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph16,en,Pharmacotherapy,This user works in the field of Pharmacotherapy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacoterapia,Este usuario trabaja en el campo de la farmacoterapia. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmacoterapia,Este usuário atua na área de Farmacoterapia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph17,en,Poison Control Pharmacy,This user works in the field of Poison Control Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia De Control De Intoxicaciones,Este usuario trabaja en el sector de Farmacia de Control de Envenenamiento. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia De Controle De Intoxicações,Este usuário trabalha na área de Farmácia de Controle de Intoxicações. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph18,en,Psychiatric Pharmacy,This user works in the field of Psychiatric Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia Psiquiátrica,Este usuario trabaja en el campo de la Farmacia Psiquiátrica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Farmácia Psiquiátrica,Este usuário atua na área de Farmácia Psiquiátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ph19,en,Transplantation Pharmacy,This user works in the field of Transplantation Pharmacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Farmacia De Trasplantes,Este usuario trabaja en el sector de Farmacia de Trasplantes. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Farmácia De Transplante,Este usuário trabalha na área de Farmácia de Transplantes. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm00,en,Preventive Medicine,This user works in the field of General Preventive Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Preventiva,Este usuario trabaja en el campo de la Medicina Preventiva General. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Preventiva,Este usuário atua na área de Medicina Preventiva Geral. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm01,en,Addiction Medicine,This user works in the field of Addiction Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De La Adicción,Este usuario trabaja en el campo de la medicina de las adicciones. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Da Dependência,Este usuário atua na área de Medicina da Dependência Química. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm02,en,Aerospace Medicine,This user works in the field of Aerospace Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Aeroespacial,Este usuario trabaja en el campo de la medicina aeroespacial. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Medicina Aeroespacial,Este usuário trabalha na área de Medicina Aeroespacial. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm03,en,Epidemiology,This user works in the field of Epidemiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Epidemiología,Este usuario trabaja en el campo de la epidemiología. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Epidemiologia,Este usuário trabalha na área de Epidemiologia. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
pm04,en,Global Health,This user works in the field of Global Health. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Salud Global,Este usuario trabaja en el campo de la salud global. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Saúde Global,Este usuário trabalha na área de Saúde Global. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
pm05,en,Healthcare Advocacy,This user works in the field of Healthcare Advocacy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Defensa De La Salud,Este usuario trabaja en el campo de la defensa de la salud. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Advocacia Em Saúde,Este usuário atua na área de Advocacia em Saúde. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm06,en,Health Policy,This user works in the field of Healthcare Policy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Política De Salud,Este usuario trabaja en el campo de las políticas sanitarias. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Política De Saúde,Este usuário trabalha na área de Políticas de Saúde. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
pm07,en,Medical Toxicology,This user works in the field of Medical Toxicology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Toxicología Médica,Este usuario trabaja en el campo de la toxicología médica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Toxicologia Médica,Este usuário atua na área de Toxicologia Médica. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm08,en,Medication-Assisted Treatment,This user works in the field of Medication-Assisted Treatment. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Tratamiento Asistido Con Medicamentos,Este usuario trabaja en el campo del tratamiento asistido con medicamentos. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Tratamento Assistido Por Medicamentos,Este usuário trabalha na área de Tratamento Assistido por Medicamentos. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm09,en,Obesity Medicine,This user works in the field of Obesity Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De La Obesidad,Este usuario trabaja en el campo de la medicina de la obesidad. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Da Obesidade,Este usuário atua na área de Medicina da Obesidade. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm10,en,Occupational Medicine,This user works in the field of Occupational Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Del Trabajo,Este usuario trabaja en el campo de la medicina del trabajo. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Medicina Do Trabalho,Este usuário atua na área de Medicina do Trabalho. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm11,en,Occupational Environmental Medicine,This user works in the field of Occupational Environmental Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Ambiental Ocupacional,Este usuario trabaja en el campo de la Medicina Ambiental Laboral. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Ambiental Ocupacional,Este usuário atua na área de Medicina Ambiental Ocupacional. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm12,en,Public Health,This user works in the field of Public Health. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Salud Pública,Este usuario trabaja en el campo de la salud pública. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Saúde Pública,Este usuário trabalha na área de Saúde Pública. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm13,en,Public Health & General Preventive Medicine,This user works in the field of Public Health & General Preventive Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Salud Pública Y Medicina Preventiva General,Este usuario trabaja en el campo de la Salud Pública y la Medicina Preventiva General. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Saúde Pública E Medicina Preventiva Geral,Este usuário atua na área de Saúde Pública e Medicina Preventiva Geral. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm14,en,Population Health,This user works in the field of Population Health. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Salud De La Población,Este usuario trabaja en el campo de la salud poblacional. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Saúde Da População,Este usuário trabalha na área de Saúde da População. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm15,en,Tropical Medicine,This user works in the field of Tropical Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Tropical,Este usuario trabaja en el campo de la medicina tropical. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina Tropical,Este usuário atua na área de Medicina Tropical. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pm16,en,Undersea & Hyperbaric Medicine,This user works in the field of Undersea & Hyperbaric Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Submarina E Hiperbárica,Este usuario trabaja en el campo de la medicina subacuática e hiperbárica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina Submarina E Hiperbárica,Este usuário atua na área de Medicina Submarina e Hiperbárica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pr00,en,Physical Medicine & Rehabilitation,This user works in the field of Physical Medicine & Rehabilitation. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Física Y Rehabilitación,Este usuario trabaja en el campo de la Medicina Física y la Rehabilitación. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Física E Reabilitação,Este usuário atua na área de Medicina Física e Reabilitação. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pr01,en,Brain Injury Medicine,This user works in the field of Brain Injury Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De Lesiones Cerebrales,Este usuario trabaja en el campo de la medicina de lesiones cerebrales. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina De Lesão Cerebral,Este usuário atua na área de Medicina de Lesões Cerebrais. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pr02,en,Neuromuscular Medicine,This user works in the field of Neuromuscular Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Neuromuscular,Este usuario trabaja en el campo de la Medicina Neuromuscular. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Neuromuscular,Este usuário atua na área de Medicina Neuromuscular. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pr03,en,Pediatric Rehabilitation Medicine,This user works in the field of Pediatrics/Physical Medicine & Rehabilitation. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De Rehabilitación Pediátrica,Este usuario trabaja en el campo de Pediatría/Medicina Física y Rehabilitación. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina De Reabilitação Pediátrica,Este usuário atua na área de Pediatria/Medicina Física e Reabilitação. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pr04,en,Spinal Cord Injury Medicine,This user works in the field of Spinal Cord Injury Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De Lesiones De La Médula Espinal,Este usuario trabaja en el campo de la medicina de lesiones medulares. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina Para Lesões Da Medula Espinhal,Este usuário atua na área de Medicina de Lesões Medulares. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps00,en,Psychiatry,This user works in the field of Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría,Este usuario trabaja en el campo de la psiquiatría. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria,Este usuário atua na área de Psiquiatria. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps01,en,Addiction Psychiatry,This user works in the field of Addiction Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría De Las Adicciones,Este usuario trabaja en el campo de la psiquiatría especializada en adicciones. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria Da Dependência Química,Este usuário atua na área de Psiquiatria da Dependência Química. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps02,en,Behavioral Neurology & Neuropsychiatry,This user works in the field of Behavioral Neurology & Neuropsychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Neurología Del Comportamiento Y Neuropsiquiatría,Este usuario trabaja en el campo de la neurología conductual y la neuropsiquiatría. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Neurologia Comportamental E Neuropsiquiatria,Este usuário atua na área de Neurologia Comportamental e Neuropsiquiatria. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps03,en,Consultation-Liaison Psychiatry,This user works in the field of Consultation-Liaison Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría De Consulta Y Enlace,Este usuario trabaja en el campo de la psiquiatría de consulta y enlace. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria De Consulta E Ligação,Este usuário atua na área de Psiquiatria de Consulta e Ligação. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps04,en,Child & Adolescent Psychiatry,This user works in the field of Child & Adolescent Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría Infantil Y Adolescente,Este usuario trabaja en el campo de la psiquiatría infantil y adolescente. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria Infantil E Adolescente,Este usuário atua na área de Psiquiatria Infantil e Adolescente. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps05,en,Forensic Psychiatry,This user works in the field of Forensic Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría Forense,Este usuario trabaja en el campo de la psiquiatría forense. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria Forense,Este usuário atua na área de Psiquiatria Forense. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps06,en,Geriatric Psychiatry,This user works in the field of Geriatric Psychiatry. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Psiquiatría Geriátrica,Este usuario trabaja en el campo de la psiquiatría geriátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Psiquiatria Geriátrica,Este usuário atua na área de Psiquiatria Geriátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ps07,en,Psychosomatic Medicine,This user works in the field of Psychosomatic Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Psicosomática,Este usuario trabaja en el campo de la Medicina Psicosomática. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Psicossomática,Este usuário atua na área de Medicina Psicossomática. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra00,en,Radiology,This user works in the field of Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología,Este usuario trabaja en el campo de la radiología. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Radiologia,Este usuário trabalha na área de Radiologia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra01,en,Abdominal Radiology,This user works in the field of Abdominal Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Abdominal,Este usuario trabaja en el campo de la radiología abdominal. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Abdominal,Este usuário trabalha na área de Radiologia Abdominal. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra02,en,Diagnostic Radiology,This user works in the field of Radiology-Diagnostic. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Diagnóstica,Este usuario trabaja en el campo de Radiología Diagnóstica. Esta etiqueta es solo para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Diagnóstica,Este usuário trabalha na área de Radiologia-Diagnóstico. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra03,en,Diagnostic Ultrasound,This user works in the field of Diagnostic Ultrasound. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Ultrasonido Diagnóstico,Este usuario trabaja en el campo de la ecografía diagnóstica. Esta etiqueta solo se utiliza para fines de red y no constituye una verificación de credenciales ni licencia.,pt,Ultrassom Diagnóstico,Este usuário trabalha na área de Ultrassom Diagnóstico. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra04,en,Interventional Radiology,This user works in the field of Interventional Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Intervencionista,Este usuario trabaja en el campo de la radiología intervencionista. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Intervencionista,Este usuário atua na área de Radiologia Intervencionista. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra05,en,In Vivo & In Vitro Nuclear Medicine,This user works in the field of In Vivo & In Vitro Nuclear Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Nuclear In Vivo E In Vitro,Este usuario trabaja en el campo de la medicina nuclear in vivo e in vitro. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina Nuclear In Vivo E In Vitro,Este usuário atua na área de Medicina Nuclear In Vivo e In Vitro. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra06,en,MSK Radiology,This user works in the field of Musculoskeletal Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Musculoesquelético,Este usuario trabaja en el campo de la radiología musculoesquelética. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Musculoesquelético,Este usuário atua na área de Radiologia Musculoesquelética. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra07,en,Neuroradiology,This user works in the field of Neuroradiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Neurorradiología,Este usuario trabaja en el campo de la neurorradiología. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Neurorradiologia,Este usuário atua na área de Neurorradiologia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra08,en,Nuclear Cardiology,This user works in the field of Nuclear Cardiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cardiología Nuclear,Este usuario trabaja en el campo de la cardiología nuclear. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cardiologia Nuclear,Este usuário atua na área de Cardiologia Nuclear. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra09,en,Nuclear Imaging & Therapy,This user works in the field of Nuclear Imaging & Therapy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Imágenes Y Terapia Nuclear,Este usuario trabaja en el campo de la Imagenología y Terapia Nuclear. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Imagem E Terapia Nuclear,Este usuário trabalha na área de Imagem e Terapia Nuclear. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra10,en,Nuclear Medicine,This user works in the field of Nuclear Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Nuclear,Este usuario trabaja en el campo de la medicina nuclear. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Medicina Nuclear,Este usuário atua na área de Medicina Nuclear. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra11,en,Nuclear Radiology,This user works in the field of Nuclear Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Nuclear,Este usuario trabaja en el campo de la radiología nuclear. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Nuclear,Este usuário trabalha na área de Radiologia Nuclear. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ra12,en,Pediatric Radiology,This user works in the field of Pediatric Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Pediátrica,Este usuario trabaja en el campo de la radiología pediátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Pediátrica,Este usuário atua na área de Radiologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra13,en,Podiatric Radiology,This user works in the field of Podiatric Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Podiátrica,Este usuario trabaja en el campo de la radiología podológica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Podológica,Este usuário atua na área de Radiologia Podológica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra14,en,Radiation Oncology,This user works in the field of Radiation Oncology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Oncología Radioterápica,Este usuario trabaja en el campo de la oncología radioterápica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Radio-Oncologia,Este usuário trabalha na área de Radio-Oncologia. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ra15,en,Radiological Physics,This user works in the field of Radiological Physics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Física Radiológica,Este usuario trabaja en el campo de la Física Radiológica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Física Radiológica,Este usuário trabalha na área de Física Radiológica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ra16,en,Therapeutic Radiology,This user works in the field of Therapeutic Radiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Radiología Terapéutica,Este usuario trabaja en el campo de la radiología terapéutica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Radiologia Terapêutica,Este usuário atua na área de Radiologia Terapêutica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
